state_code,county_code,county_name,state_name,geo_center
31,77,Greeley,Nebraska,"41 34m 2.78506s N, 98 31m 16.4803s W"
18,57,Hamilton,Indiana,"40 4m 20.9621s N, 86 3m 7.25131s W"
28,87,Lowndes,Mississippi,"33 28m 22.4734s N, 88 26m 35.9286s W"
17,57,Fulton,Illinois,"40 28m 22.0079s N, 90 12m 26.9348s W"
38,15,Burleigh,North Dakota,"46 58m 38.8274s N, 100 28m 7.45585s W"
39,155,Trumbull,Ohio,"41 19m 1.82673s N, 80 45m 40.177s W"
8,113,San Miguel,Colorado,"38 0m 13.4654s N, 108 24m 21.3197s W"
54,51,Marshall,West Virginia,"39 51m 38.2063s N, 80 39m 48.1915s W"
48,143,Erath,Texas,"32 14m 10.5312s N, 98 13m 4.68015s W"
41,47,Marion,Oregon,"44 54m 11.9663s N, 122 35m 5.634s W"
48,7,Aransas,Texas,"28 5m 4.99346s N, 96 59m 29.1794s W"
40,55,Greer,Oklahoma,"34 56m 8.65349s N, 99 33m 38.8178s W"
54,57,Mineral,West Virginia,"39 24m 52.9988s N, 78 56m 37.4865s W"
17,189,Washington,Illinois,"38 21m 7.85812s N, 89 24m 37.708s W"
5,127,Scott,Arkansas,"34 51m 38.7665s N, 94 3m 47.8055s W"
20,99,Labette,Kansas,"37 11m 28.7785s N, 95 17m 51.2741s W"
47,87,Jackson,Tennessee,"36 21m 33.1615s N, 85 40m 23.3428s W"
12,69,Lake,Florida,"28 45m 41.2878s N, 81 42m 40.6914s W"
18,127,Porter,Indiana,"41 30m 31.8179s N, 87 4m 23.9489s W"
39,73,Hocking,Ohio,"39 29m 49.2858s N, 82 28m 45.3128s W"
39,109,Miami,Ohio,"40 3m 12.5118s N, 84 13m 43.9384s W"
60,20,Manu'a,American Samoa,"14 12m 30.3689s S, 169 32m 12.2457s W"
27,83,Lyon,Minnesota,"44 24m 48.5697s N, 95 50m 20.3096s W"
18,55,Greene,Indiana,"39 2m 10.7798s N, 86 57m 43.3669s W"
45,63,Lexington,South Carolina,"33 54m 8.24277s N, 81 16m 19.8391s W"
46,55,Haakon,South Dakota,"44 17m 39.9396s N, 101 32m 23.9486s W"
19,43,Clayton,Iowa,"42 50m 41.0975s N, 91 20m 29.158s W"
22,99,St. Martin,Louisiana,"30 7m 44.6596s N, 91 36m 29.871s W"
8,73,Lincoln,Colorado,"38 59m 17.0468s N, 103 30m 50.2753s W"
5,103,Ouachita,Arkansas,"33 35m 36.0781s N, 92 52m 54.9637s W"
40,71,Kay,Oklahoma,"36 49m 4.8124s N, 97 8m 38.1769s W"
20,123,Mitchell,Kansas,"39 23m 35.7573s N, 98 12m 33.7133s W"
54,93,Tucker,West Virginia,"39 6m 48.943s N, 79 33m 53.907s W"
54,15,Clay,West Virginia,"38 27m 45.1152s N, 81 4m 30.3149s W"
18,167,Vigo,Indiana,"39 25m 50.299s N, 87 23m 23.872s W"
39,5,Ashland,Ohio,"40 50m 45.6871s N, 82 16m 14.494s W"
35,15,Eddy,New Mexico,"32 28m 17.2663s N, 104 18m 16.0767s W"
31,117,McPherson,Nebraska,"41 34m 5.10406s N, 101 3m 37.9095s W"
55,113,Sawyer,Wisconsin,"45 52m 47.8984s N, 91 8m 40.7936s W"
34,17,Hudson,New Jersey,"40 43m 51.258s N, 74 4m 33.4396s W"
48,431,Sterling,Texas,"31 49m 40.3651s N, 101 3m 0.0289404s W"
32,11,Eureka,Nevada,"39 59m 2.01129s N, 116 16m 6.81455s W"
35,9,Curry,New Mexico,"34 34m 27.0893s N, 103 20m 49.3052s W"
51,35,Carroll,Virginia,"36 43m 53.5947s N, 80 44m 2.04906s W"
29,87,Holt,Missouri,"40 5m 39.9503s N, 95 12m 55.8439s W"
48,295,Lipscomb,Texas,"36 16m 39.7809s N, 100 16m 23.2156s W"
21,21,Boyle,Kentucky,"37 37m 27.6968s N, 84 52m 0.553373s W"
55,95,Polk,Wisconsin,"45 27m 41.1117s N, 92 26m 29.0256s W"
29,55,Crawford,Missouri,"37 58m 34.9567s N, 91 18m 14.2606s W"
21,15,Boone,Kentucky,"38 58m 11.5121s N, 84 43m 40.2532s W"
31,113,Logan,Nebraska,"41 33m 59.3501s N, 100 28m 58.3009s W"
27,9,Benton,Minnesota,"45 41m 56.8891s N, 93 59m 55.7872s W"
37,165,Scotland,North Carolina,"34 50m 27.1853s N, 79 28m 49.5453s W"
17,139,Moultrie,Illinois,"39 38m 29.2998s N, 88 37m 9.4627s W"
12,65,Jefferson,Florida,"30 25m 24.4496s N, 83 54m 1.70812s W"
48,349,Navarro,Texas,"32 2m 48.945s N, 96 28m 20.9462s W"
35,45,San Juan,New Mexico,"36 30m 30.6388s N, 108 19m 14.1714s W"
17,179,Tazewell,Illinois,"40 30m 27.1188s N, 89 30m 48.2527s W"
1,61,Geneva,Alabama,"31 5m 42.0601s N, 85 50m 20.3456s W"
19,55,Delaware,Iowa,"42 28m 16.3952s N, 91 22m 2.42908s W"
12,47,Hamilton,Florida,"30 29m 47.1361s N, 82 56m 52.6529s W"
28,45,Hancock,Mississippi,"30 23m 37.6073s N, 89 28m 28.4235s W"
31,155,Saunders,Nebraska,"41 13m 34.9339s N, 96 38m 14.6427s W"
36,9,Cattaraugus,New York,"42 14m 55.0793s N, 78 40m 43.8611s W"
21,121,Knox,Kentucky,"36 53m 26.3978s N, 83 51m 14.563s W"
53,23,Garfield,Washington,"46 25m 53.6118s N, 117 32m 42.6094s W"
45,73,Oconee,South Carolina,"34 45m 12.6101s N, 83 3m 57.0977s W"
46,103,Pennington,South Dakota,"44 0m 13.3689s N, 102 49m 25.734s W"
17,187,Warren,Illinois,"40 50m 55.803s N, 90 36m 54.1353s W"
1,89,Madison,Alabama,"34 45m 47.1229s N, 86 33m 0.743467s W"
48,63,Camp,Texas,"32 58m 23.6091s N, 94 58m 42.517s W"
19,145,Page,Iowa,"40 44m 20.9185s N, 95 9m 0.629513s W"
37,133,Onslow,North Carolina,"34 42m 35.4109s N, 77 24m 56.757s W"
47,57,Grainger,Tennessee,"36 16m 34.5312s N, 83 30m 34.6336s W"
27,17,Carlton,Minnesota,"46 35m 32.645s N, 92 40m 37.3894s W"
21,57,Cumberland,Kentucky,"36 47m 11.5069s N, 85 23m 18.4149s W"
17,153,Pulaski,Illinois,"37 13m 22.7295s N, 89 7m 35.7429s W"
17,119,Madison,Illinois,"38 49m 46.9641s N, 89 54m 17.9943s W"
20,205,Wilson,Kansas,"37 33m 33.2694s N, 95 44m 36.1997s W"
22,69,Natchitoches,Louisiana,"31 43m 24.7446s N, 93 5m 46.4762s W"
51,139,Page,Virginia,"38 37m 9.92344s N, 78 29m 3.83274s W"
48,293,Limestone,Texas,"31 32m 43.671s N, 96 34m 49.9071s W"
19,95,Iowa,Iowa,"41 41m 10.7643s N, 92 3m 55.8865s W"
51,193,Westmoreland,Virginia,"38 6m 46.098s N, 76 47m 59.508s W"
48,463,Uvalde,Texas,"29 21m 26.4102s N, 99 45m 43.939s W"
19,63,Emmet,Iowa,"43 22m 40.8809s N, 94 40m 42.529s W"
37,183,Wake,North Carolina,"35 47m 24.8797s N, 78 39m 1.10942s W"
32,17,Lincoln,Nevada,"37 38m 36.019s N, 114 52m 39.1439s W"
26,115,Monroe,Michigan,"41 55m 16.9591s N, 83 29m 39.4309s W"
46,69,Hyde,South Dakota,"44 32m 50.6205s N, 99 29m 13.6653s W"
13,195,Madison,Georgia,"34 7m 40.0281s N, 83 12m 32.5496s W"
28,141,Tishomingo,Mississippi,"34 44m 25.5615s N, 88 14m 21.5633s W"
55,69,Lincoln,Wisconsin,"45 20m 14.7534s N, 89 44m 4.70046s W"
36,33,Franklin,New York,"44 35m 34.5618s N, 74 18m 13.5439s W"
28,81,Lee,Mississippi,"34 17m 23.597s N, 88 40m 49.4981s W"
20,77,Harper,Kansas,"37 11m 29.7775s N, 98 4m 31.7841s W"
19,133,Monona,Iowa,"42 3m 5.9985s N, 95 57m 35.7245s W"
31,177,Washington,Nebraska,"41 31m 51.7379s N, 96 13m 19.3061s W"
20,201,Washington,Kansas,"39 47m 3.12465s N, 97 5m 15.1567s W"
29,203,Shannon,Missouri,"37 9m 26.6103s N, 91 24m 1.84064s W"
27,129,Renville,Minnesota,"44 43m 36.5336s N, 94 56m 49.7411s W"
35,37,Quay,New Mexico,"35 6m 15.6542s N, 103 32m 59.0945s W"
12,133,Washington,Florida,"30 36m 38.1324s N, 85 39m 55.1834s W"
48,69,Castro,Texas,"34 31m 47.8496s N, 102 15m 42.0116s W"
21,49,Clark,Kentucky,"37 58m 15.0667s N, 84 8m 50.6379s W"
26,5,Allegan,Michigan,"42 35m 37.2238s N, 86 17m 30.3547s W"
27,103,Nicollet,Minnesota,"44 20m 59.5594s N, 94 14m 50.6014s W"
55,75,Marinette,Wisconsin,"45 21m 3.22419s N, 88 0m 7.99387s W"
25,9,Essex,Massachusetts,"42 38m 20.0954s N, 70 52m 4.51184s W"
55,43,Grant,Wisconsin,"42 52m 2.93475s N, 90 42m 22.3935s W"
72,131,San Sebastián,Puerto Rico,"18 19m 43.4149s N, 66 58m 16.3873s W"
36,87,Rockland,New York,"41 9m 8.86894s N, 74 1m 26.6358s W"
5,89,Marion,Arkansas,"36 16m 6.05099s N, 92 41m 3.19278s W"
27,151,Swift,Minnesota,"45 16m 57.814s N, 95 40m 53.1422s W"
29,33,Carroll,Missouri,"39 25m 37.1333s N, 93 30m 18.6328s W"
46,127,Union,South Dakota,"42 49m 56.9506s N, 96 39m 21.9254s W"
48,175,Goliad,Texas,"28 39m 25.5428s N, 97 25m 35.3721s W"
29,65,Dent,Missouri,"37 36m 23.8686s N, 91 30m 28.3776s W"
51,47,Culpeper,Virginia,"38 29m 9.73546s N, 77 57m 20.9493s W"
47,113,Madison,Tennessee,"35 36m 29.3173s N, 88 50m 18.4951s W"
31,115,Loup,Nebraska,"41 54m 49.8487s N, 99 27m 15.914s W"
28,147,Walthall,Mississippi,"31 8m 54.32s N, 90 6m 22.0923s W"
45,17,Calhoun,South Carolina,"33 40m 29.4779s N, 80 46m 49.0084s W"
42,121,Venango,Pennsylvania,"41 24m 3.48867s N, 79 45m 28.6041s W"
39,149,Shelby,Ohio,"40 19m 53.4907s N, 84 12m 17.074s W"
1,39,Covington,Alabama,"31 14m 54.5726s N, 86 27m 4.47316s W"
46,91,Marshall,South Dakota,"45 45m 31.2148s N, 97 35m 54.6016s W"
8,71,Las Animas,Colorado,"37 18m 57.0186s N, 104 2m 19.3194s W"
54,59,Mingo,West Virginia,"37 43m 35.0545s N, 82 8m 5.14038s W"
6,79,San Luis Obispo,California,"35 23m 14.7065s N, 120 27m 7.909s W"
27,19,Carver,Minnesota,"44 49m 14.7339s N, 93 48m 9.30956s W"
34,21,Mercer,New Jersey,"40 17m 0.374727s N, 74 42m 6.30866s W"
12,15,Charlotte,Florida,"26 53m 59.4358s N, 81 57m 1.13748s W"
54,75,Pocahontas,West Virginia,"38 19m 54.4632s N, 80 0m 27.909s W"
40,135,Sequoyah,Oklahoma,"35 29m 43.2379s N, 94 45m 18.8118s W"
20,157,Republic,Kansas,"39 49m 40.0668s N, 97 39m 2.24198s W"
18,123,Perry,Indiana,"38 4m 46.7369s N, 86 38m 16.9145s W"
28,145,Union,Mississippi,"34 29m 25.7072s N, 89 0m 13.8849s W"
56,41,Uinta,Wyoming,"41 17m 14.9709s N, 110 32m 51.2221s W"
18,3,Allen,Indiana,"41 5m 27.1352s N, 85 3m 59.6233s W"
17,9,Brown,Illinois,"39 57m 42.3419s N, 90 45m 1.28024s W"
48,353,Nolan,Texas,"32 18m 12.5649s N, 100 24m 21.7889s W"
51,85,Hanover,Virginia,"37 45m 36.5021s N, 77 29m 28.1664s W"
47,149,Rutherford,Tennessee,"35 50m 33.7435s N, 86 25m 0.256425s W"
45,81,Saluda,South Carolina,"34 0m 21.9799s N, 81 43m 36.9417s W"
51,820,Waynesboro,Virginia,"38 4m 2.69969s N, 78 54m 4.87515s W"
36,97,Schuyler,New York,"42 23m 37.6739s N, 76 52m 30.6341s W"
21,175,Morgan,Kentucky,"37 55m 20.2113s N, 83 15m 32.0153s W"
42,109,Snyder,Pennsylvania,"40 46m 11.4249s N, 77 4m 12.6072s W"
51,157,Rappahannock,Virginia,"38 41m 5.18001s N, 78 9m 33.2287s W"
26,33,Chippewa,Michigan,"46 19m 41.4424s N, 84 31m 45.7245s W"
1,97,Mobile,Alabama,"30 41m 6.54584s N, 88 11m 51.0841s W"
18,47,Franklin,Indiana,"39 24m 53.5123s N, 85 3m 37.0256s W"
8,101,Pueblo,Colorado,"38 10m 24.3128s N, 104 30m 46.244s W"
6,61,Placer,California,"39 3m 48.353s N, 120 43m 3.52537s W"
45,35,Dorchester,South Carolina,"33 4m 45.527s N, 80 24m 24.0687s W"
48,29,Bexar,Texas,"29 26m 56.2482s N, 98 31m 12.0932s W"
26,85,Lake,Michigan,"43 59m 24.241s N, 85 48m 5.92286s W"
24,5,Baltimore,Maryland,"39 26m 35.0623s N, 76 36m 58.7626s W"
55,79,Milwaukee,Wisconsin,"43 0m 55.6448s N, 87 34m 49.9752s W"
1,9,Blount,Alabama,"33 58m 51.1226s N, 86 34m 2.53546s W"
20,21,Cherokee,Kansas,"37 10m 9.50183s N, 94 50m 46.5683s W"
72,43,Coamo,Puerto Rico,"18 5m 50.2968s N, 66 21m 36.6117s W"
72,55,Guánica,Puerto Rico,"17 56m 46.9029s N, 66 55m 18.9774s W"
42,37,Columbia,Pennsylvania,"41 2m 55.1524s N, 76 24m 18.5403s W"
47,127,Moore,Tennessee,"35 17m 4.62265s N, 86 21m 31.5761s W"
41,69,Wheeler,Oregon,"44 43m 34.028s N, 120 1m 39.2384s W"
12,119,Sumter,Florida,"28 42m 17.3611s N, 82 4m 51.5833s W"
29,71,Franklin,Missouri,"38 24m 40.1197s N, 91 4m 29.978s W"
1,109,Pike,Alabama,"31 48m 9.75057s N, 85 56m 27.2693s W"
38,39,Griggs,North Dakota,"47 27m 26.2096s N, 98 14m 13.0832s W"
37,125,Moore,North Carolina,"35 18m 38.3539s N, 79 28m 52.948s W"
26,79,Kalkaska,Michigan,"44 41m 4.83509s N, 85 5m 24.9004s W"
47,69,Hardeman,Tennessee,"35 12m 24.7257s N, 88 59m 35.1055s W"
19,125,Marion,Iowa,"41 20m 4.02676s N, 93 5m 57.9738s W"
48,275,Knox,Texas,"33 36m 22.0649s N, 99 44m 29.1374s W"
31,139,Pierce,Nebraska,"42 15m 51.7486s N, 97 36m 4.64587s W"
17,91,Kankakee,Illinois,"41 8m 15.7865s N, 87 51m 42.5944s W"
38,51,McIntosh,North Dakota,"46 6m 42.4254s N, 99 26m 28.2919s W"
26,105,Mason,Michigan,"43 59m 45.8437s N, 86 32m 42.3322s W"
20,129,Morton,Kansas,"37 11m 29.0255s N, 101 47m 57.308s W"
37,75,Graham,North Carolina,"35 21m 0.619024s N, 83 50m 0.894491s W"
31,145,Red Willow,Nebraska,"40 10m 32.9898s N, 100 28m 36.7133s W"
47,153,Sequatchie,Tennessee,"35 22m 16.1319s N, 85 24m 38.1129s W"
29,151,Osage,Missouri,"38 27m 37.3143s N, 91 51m 42.6166s W"
72,77,Juncos,Puerto Rico,"18 13m 24.6631s N, 65 54m 32.0321s W"
49,17,Garfield,Utah,"37 51m 17.6451s N, 111 26m 35.2858s W"
1,43,Cullman,Alabama,"34 7m 54.9879s N, 86 52m 3.43006s W"
28,31,Covington,Mississippi,"31 37m 59.5856s N, 89 33m 9.46375s W"
21,29,Bullitt,Kentucky,"37 58m 12.2728s N, 85 41m 45.0853s W"
29,107,Lafayette,Missouri,"39 3m 56.1184s N, 93 47m 7.95357s W"
72,95,Maunabo,Puerto Rico,"17 59m 52.591s N, 65 53m 43.2402s W"
21,229,Washington,Kentucky,"37 45m 12.1628s N, 85 10m 29.0876s W"
46,63,Harding,South Dakota,"45 34m 49.2609s N, 103 29m 44.7628s W"
27,99,Mower,Minnesota,"43 40m 17.2922s N, 92 45m 9.04891s W"
40,109,Oklahoma,Oklahoma,"35 33m 5.43619s N, 97 24m 26.0382s W"
19,191,Winneshiek,Iowa,"43 17m 26.4438s N, 91 50m 37.333s W"
51,83,Halifax,Virginia,"36 46m 1.14905s N, 78 56m 11.7701s W"
37,91,Hertford,North Carolina,"36 21m 31.0897s N, 76 58m 50.5732s W"
27,157,Wabasha,Minnesota,"44 17m 3.43018s N, 92 13m 48.9369s W"
37,85,Harnett,North Carolina,"35 22m 7.06498s N, 78 52m 9.88507s W"
30,83,Richland,Montana,"47 47m 16.3617s N, 104 33m 40.8901s W"
17,167,Sangamon,Illinois,"39 45m 29.4273s N, 89 39m 32.0767s W"
72,65,Hatillo,Puerto Rico,"18 26m 27.7056s N, 66 47m 51.7742s W"
47,93,Knox,Tennessee,"35 59m 35.543s N, 83 56m 13.5252s W"
37,101,Johnston,North Carolina,"35 31m 4.10494s N, 78 21m 56.5592s W"
17,7,Boone,Illinois,"42 19m 23.0725s N, 88 49m 24.1515s W"
17,137,Morgan,Illinois,"39 42m 56.0021s N, 90 12m 5.47035s W"
47,133,Overton,Tennessee,"36 20m 41.9926s N, 85 17m 17.0922s W"
48,101,Cottle,Texas,"34 4m 39.5334s N, 100 16m 43.4777s W"
29,229,Wright,Missouri,"37 16m 12.504s N, 92 28m 7.3353s W"
21,7,Ballard,Kentucky,"37 3m 30.3549s N, 88 59m 57.6281s W"
51,155,Pulaski,Virginia,"37 3m 48.8198s N, 80 42m 51.7883s W"
31,19,Buffalo,Nebraska,"40 51m 18.549s N, 99 4m 29.8784s W"
5,99,Nevada,Arkansas,"33 39m 50.2778s N, 93 18m 25.7159s W"
39,55,Geauga,Ohio,"41 29m 58.35s N, 81 10m 43.1566s W"
50,3,Bennington,Vermont,"43 2m 7.62968s N, 73 5m 34.6582s W"
2,180,Nome,Alaska,"64 50m 7.62188s N, 164 14m 39.5614s W"
51,65,Fluvanna,Virginia,"37 50m 30.8204s N, 78 16m 37.8709s W"
18,33,DeKalb,Indiana,"41 23m 51.2881s N, 84 59m 56.7034s W"
1,59,Franklin,Alabama,"34 26m 30.0143s N, 87 50m 37.7231s W"
26,97,Mackinac,Michigan,"45 59m 56.1583s N, 85 0m 33.8997s W"
18,125,Pike,Indiana,"38 23m 55.6197s N, 87 13m 55.7916s W"
48,395,Robertson,Texas,"31 1m 37.4341s N, 96 30m 46.0165s W"
26,125,Oakland,Michigan,"42 39m 37.4395s N, 83 23m 8.94337s W"
20,49,Elk,Kansas,"37 27m 13.2772s N, 96 14m 38.712s W"
18,101,Martin,Indiana,"38 42m 28.8403s N, 86 48m 11.0357s W"
72,33,Cataño,Puerto Rico,"18 26m 29.6464s N, 66 8m 19.8213s W"
31,175,Valley,Nebraska,"41 34m 2.30118s N, 98 58m 54.8479s W"
24,43,Washington,Maryland,"39 36m 13.2289s N, 77 48m 50.3304s W"
49,37,San Juan,Utah,"37 37m 33.3518s N, 109 48m 16.6433s W"
13,267,Tattnall,Georgia,"32 2m 44.6943s N, 82 3m 29.4332s W"
48,429,Stephens,Texas,"32 44m 9.11407s N, 98 50m 10.2234s W"
53,43,Lincoln,Washington,"47 34m 34.378s N, 118 25m 7.4244s W"
13,125,Glascock,Georgia,"33 13m 45.4079s N, 82 36m 38.528s W"
51,91,Highland,Virginia,"38 21m 44.372s N, 79 34m 6.75893s W"
13,191,McIntosh,Georgia,"31 29m 1.70235s N, 81 22m 32.0389s W"
37,123,Montgomery,North Carolina,"35 19m 56.881s N, 79 54m 19.7247s W"
1,21,Chilton,Alabama,"32 50m 52.2716s N, 86 43m 7.72922s W"
37,171,Surry,North Carolina,"36 24m 53.354s N, 80 41m 17.0805s W"
30,79,Prairie,Montana,"46 51m 37.9026s N, 105 22m 40.8253s W"
19,5,Allamakee,Iowa,"43 17m 3.42163s N, 91 22m 41.1322s W"
48,299,Llano,Texas,"30 42m 20.6641s N, 98 41m 2.75046s W"
35,11,De Baca,New Mexico,"34 20m 32.6886s N, 104 24m 43.0484s W"
22,111,Union,Louisiana,"32 49m 54.7986s N, 92 22m 29.3001s W"
25,15,Hampshire,Massachusetts,"42 20m 24.5507s N, 72 39m 49.6241s W"
40,17,Canadian,Oklahoma,"35 32m 32.8001s N, 97 58m 56.6438s W"
39,17,Butler,Ohio,"39 26m 19.0193s N, 84 34m 32.3218s W"
41,5,Clackamas,Oregon,"45 11m 16.9633s N, 122 13m 15.1307s W"
18,7,Benton,Indiana,"40 36m 22.5305s N, 87 18m 39.2617s W"
17,185,Wabash,Illinois,"38 26m 45.9658s N, 87 50m 39.3896s W"
41,7,Clatsop,Oregon,"46 1m 3.09414s N, 123 43m 1.19698s W"
19,27,Carroll,Iowa,"42 2m 10.4576s N, 94 51m 38.0134s W"
12,51,Hendry,Florida,"26 33m 12.5635s N, 81 9m 57.2445s W"
30,87,Rosebud,Montana,"46 13m 46.7482s N, 106 43m 50.564s W"
26,123,Newaygo,Michigan,"43 33m 15.0032s N, 85 48m 3.30226s W"
20,51,Ellis,Kansas,"38 54m 53.1045s N, 99 19m 2.03384s W"
31,103,Keya Paha,Nebraska,"42 52m 43.7846s N, 99 42m 44.459s W"
47,159,Smith,Tennessee,"36 15m 1.92274s N, 85 57m 24.1724s W"
51,63,Floyd,Virginia,"36 55m 53.7646s N, 80 21m 45.2366s W"
13,145,Harris,Georgia,"32 44m 9.61471s N, 84 54m 32.3572s W"
48,311,McMullen,Texas,"28 21m 9.67666s N, 98 34m 4.22803s W"
36,31,Essex,New York,"44 7m 1.98308s N, 73 46m 21.754s W"
8,99,Prowers,Colorado,"37 57m 18.6595s N, 102 23m 36.0563s W"
39,131,Pike,Ohio,"39 4m 38.5372s N, 83 4m 0.67496s W"
1,131,Wilcox,Alabama,"31 59m 21.2647s N, 87 18m 29.5264s W"
10,3,New Castle,Delaware,"39 34m 41.9876s N, 75 38m 20.3213s W"
20,165,Rush,Kansas,"38 31m 23.3807s N, 99 18m 33.2674s W"
18,107,Montgomery,Indiana,"40 2m 25.3627s N, 86 53m 35.8793s W"
11,1,District of Columbia,District of Columbia,"38 54m 17.1854s N, 77 0m 58.6896s W"
20,59,Franklin,Kansas,"38 33m 52.2628s N, 95 17m 9.41366s W"
54,35,Jackson,West Virginia,"38 50m 4.08596s N, 81 40m 29.2596s W"
13,137,Habersham,Georgia,"34 37m 51.6922s N, 83 31m 52.0755s W"
6,41,Marin,California,"38 3m 18.66s N, 122 44m 55.8908s W"
48,401,Rusk,Texas,"32 6m 27.8082s N, 94 45m 42.7649s W"
13,53,Chattahoochee,Georgia,"32 20m 49.0966s N, 84 47m 13.3663s W"
16,9,Benewah,Idaho,"47 13m 3.13627s N, 116 39m 31.155s W"
13,19,Berrien,Georgia,"31 16m 33.8157s N, 83 13m 46.6392s W"
26,143,Roscommon,Michigan,"44 20m 8.19095s N, 84 36m 41.7597s W"
40,19,Carter,Oklahoma,"34 15m 3.13702s N, 97 17m 8.83694s W"
35,55,Taos,New Mexico,"36 34m 41.3738s N, 105 37m 51.693s W"
1,53,Escambia,Alabama,"31 7m 34.0412s N, 87 9m 41.8315s W"
35,17,Grant,New Mexico,"32 44m 20.4092s N, 108 22m 56.8408s W"
39,123,Ottawa,Ohio,"41 35m 38.0426s N, 83 1m 11.9204s W"
40,5,Atoka,Oklahoma,"34 22m 25.1339s N, 96 2m 16.2525s W"
40,111,Okmulgee,Oklahoma,"35 38m 47.7833s N, 95 57m 51.3528s W"
38,83,Sheridan,North Dakota,"47 34m 31.6622s N, 100 20m 43.9982s W"
72,81,Lares,Puerto Rico,"18 16m 7.23628s N, 66 52m 0.407139s W"
55,89,Ozaukee,Wisconsin,"43 21m 56.3354s N, 87 35m 40.0775s W"
55,117,Sheboygan,Wisconsin,"43 43m 10.9466s N, 87 38m 5.18816s W"
32,5,Douglas,Nevada,"38 54m 44.069s N, 119 36m 58.9393s W"
12,101,Pasco,Florida,"28 18m 24.2709s N, 82 26m 19.9313s W"
56,7,Carbon,Wyoming,"41 41m 40.5214s N, 106 55m 50.1966s W"
13,59,Clarke,Georgia,"33 57m 4.20749s N, 83 22m 2.38469s W"
13,159,Jasper,Georgia,"33 18m 59.1609s N, 83 41m 17.1225s W"
42,69,Lackawanna,Pennsylvania,"41 26m 12.4308s N, 75 36m 33.1044s W"
12,31,Duval,Florida,"30 20m 7.58519s N, 81 38m 52.8336s W"
5,149,Yell,Arkansas,"35 0m 9.28071s N, 93 24m 40.5051s W"
31,11,Boone,Nebraska,"41 42m 24.425s N, 98 4m 2.11992s W"
37,107,Lenoir,North Carolina,"35 14m 19.5834s N, 77 38m 28.4951s W"
31,119,Madison,Nebraska,"41 55m 0.113185s N, 97 36m 2.8047s W"
17,191,Wayne,Illinois,"38 25m 46.4202s N, 88 25m 32.2097s W"
72,23,Cabo Rojo,Puerto Rico,"18 1m 23.3826s N, 67 11m 8.73094s W"
51,36,Charles City,Virginia,"37 21m 15.6621s N, 77 3m 32.86s W"
8,11,Bent,Colorado,"37 57m 18.3081s N, 103 4m 18.1365s W"
5,47,Franklin,Arkansas,"35 30m 44.5094s N, 93 53m 26.2118s W"
22,75,Plaquemines,Louisiana,"29 22m 50.3834s N, 89 28m 54.8942s W"
55,1,Adams,Wisconsin,"43 58m 10.3421s N, 89 46m 13.4319s W"
45,85,Sumter,South Carolina,"33 54m 58.2198s N, 80 22m 56.3377s W"
12,5,Bay,Florida,"30 14m 15.5275s N, 85 37m 57.4421s W"
21,195,Pike,Kentucky,"37 28m 8.57391s N, 82 23m 45.1074s W"
23,17,Oxford,Maine,"44 29m 59.2154s N, 70 45m 23.6683s W"
28,129,Smith,Mississippi,"32 1m 3.69454s N, 89 30m 24.0391s W"
20,7,Barber,Kansas,"37 13m 43.8188s N, 98 41m 5.24625s W"
22,103,St. Tammany,Louisiana,"30 24m 28.2346s N, 89 57m 16.6796s W"
12,111,St. Lucie,Florida,"27 22m 51.1191s N, 80 26m 44.1711s W"
21,157,Marshall,Kentucky,"36 53m 0.407715s N, 88 19m 45.7699s W"
42,87,Mifflin,Pennsylvania,"40 36m 37.4869s N, 77 37m 1.35118s W"
20,153,Rawlins,Kansas,"39 47m 6.86728s N, 101 4m 32.5384s W"
12,3,Baker,Florida,"30 19m 51.8555s N, 82 17m 4.51417s W"
48,195,Hansford,Texas,"36 16m 38.8361s N, 101 21m 16.3412s W"
48,71,Chambers,Texas,"29 42m 29.7396s N, 94 40m 16.957s W"
16,61,Lewis,Idaho,"46 14m 13.1762s N, 116 25m 34.774s W"
13,133,Greene,Georgia,"33 34m 43.6231s N, 83 9m 59.9587s W"
27,149,Stevens,Minnesota,"45 35m 10.051s N, 96 0m 1.08825s W"
37,111,McDowell,North Carolina,"35 40m 54.0929s N, 82 2m 57.5248s W"
21,123,Larue,Kentucky,"37 32m 44.873s N, 85 41m 52.4902s W"
46,107,Potter,South Dakota,"45 3m 52.2056s N, 99 57m 26.1067s W"
38,95,Towner,North Dakota,"48 41m 7.9481s N, 99 14m 44.7254s W"
39,61,Hamilton,Ohio,"39 11m 43.923s N, 84 32m 33.9636s W"
20,185,Stafford,Kansas,"38 1m 51.5947s N, 98 43m 2.80206s W"
49,47,Uintah,Utah,"40 7m 29.1894s N, 109 31m 7.13431s W"
51,11,Appomattox,Virginia,"37 22m 20.4847s N, 78 48m 45.1827s W"
5,87,Madison,Arkansas,"36 0m 39.4752s N, 93 43m 28.4227s W"
21,205,Rowan,Kentucky,"38 11m 46.5211s N, 83 25m 15.8715s W"
20,125,Montgomery,Kansas,"37 11m 33.0857s N, 95 44m 34.3611s W"
47,155,Sevier,Tennessee,"35 47m 4.76023s N, 83 31m 27.0923s W"
4,23,Santa Cruz,Arizona,"31 31m 33.4605s N, 110 50m 47.4609s W"
